date;daily_avg_temperature;sunshine_duration;rainfall_duration;avg_air_pressure;avg_cloudiness
20130716;198;81;0;10237;4
20130717;211;58;0;10244;6
20130718;214;146;0;10251;0
20130719;205;141;0;10248;1
20130720;184;44;0;10225;5
20130721;228;142;0;10195;0
20130722;249;112;0;10160;1
20130723;243;109;0;10129;1
20130724;209;56;0;10144;5
20130725;209;92;0;10147;3
20130726;217;31;11;10127;6
20130727;211;58;36;10079;5
20130728;196;63;6;10102;5
20130729;204;93;0;10140;5
20130730;181;20;39;10150;7
20130731;198;33;3;10163;7
20130801;246;141;0;10135;1
20130802;264;127;0;10095;1
20130803;199;100;0;10173;4
20130804;198;109;0;10205;2
20130805;218;96;0;10140;3
20130806;187;57;0;10152;5
20130807;150;12;77;10130;7
20130808;169;106;0;10185;3
20130809;177;54;3;10196;6
20130810;162;38;0;10203;6
20130811;176;65;0;10172;6
20130812;166;44;6;10150;6
20130813;150;103;0;10191;4
20130814;155;78;0;10226;5
20130815;154;35;23;10202;4
20130816;187;53;44;10162;5
20130817;195;49;11;10136;7
20130818;184;76;41;10106;6
20130819;162;68;5;10182;4
20130820;153;34;0;10279;5
20130821;172;84;0;10244;3
20130822;172;14;0;10203;6
20130823;202;122;0;10165;3
20130824;188;18;14;10110;7
20130825;177;24;0;10130;6
20130826;182;114;0;10173;2
20130827;178;106;0;10167;3
20130828;172;68;0;10206;4
20130829;166;79;0;10215;3
20130830;174;70;0;10193;4
20130831;167;59;0;10221;5
20130901;143;13;0;10263;7
20130902;168;18;0;10242;5
20130903;189;24;0;10266;6
20130904;197;66;0;10221;3
20130905;224;123;0;10125;0
20130906;197;80;9;10092;3
20130907;166;2;0;10172;8
20130908;145;41;64;10189;8
20130909;127;38;100;10159;7
20130910;130;18;99;10110;8
20130911;150;68;3;10137;6
20130912;151;36;0;10169;6
20130913;145;29;37;10181;7
20130914;146;6;102;10114;7
20130915;128;59;47;10085;7
20130916;112;82;48;10001;5
20130917;103;38;89;9994;7
20130918;114;19;13;10009;6
20130919;126;20;29;10095;7
20130920;132;5;12;10162;7
20130921;136;33;0;10254;7
20130922;167;26;0;10270;8
20130923;155;34;0;10245;6
20130924;152;15;0;10170;7
20130925;145;3;0;10115;7
20130926;130;62;0;10164;6
20130927;103;97;0;10178;1
20130928;117;108;0;10136;0
20130929;125;99;0;10102;0
20130930;111;108;0;10108;2
20131001;104;105;0;10143;0
20131002;103;74;0;10174;2
20131003;126;85;7;10154;3
20131004;160;39;21;10137;7
20131005;149;37;0;10190;6
20131006;118;24;0;10256;6
20131007;111;56;0;10261;5
20131008;145;1;4;10241;8
20131009;132;9;18;10153;7
20131010;93;74;14;10083;6
20131011;78;0;164;10157;8
20131012;80;21;70;10178;7
20131013;83;0;209;10109;8
20131014;101;0;82;10110;8
20131015;92;0;35;10071;8
20131016;99;25;21;10117;7
20131017;121;60;0;10120;4
20131018;110;0;0;10174;8
20131019;133;32;20;10092;7
20131020;149;39;6;10097;6
20131021;148;4;0;10108;6
20131022;169;77;23;10037;4
20131023;157;37;0;10033;5
20131024;116;88;0;10162;2
20131025;147;0;15;10101;8
20131026;163;56;0;10083;5
20131027;144;34;39;10002;6
20131028;138;31;59;9952;7
20131029;103;55;13;10093;6
20131030;95;73;1;10211;2
20131031;105;11;0;10194;6
20131101;111;0;3;10117;8
20131102;106;0;51;9999;7
20131103;92;21;31;9986;6
20131104;86;10;120;9880;7
20131105;71;0;93;9938;6
20131106;103;0;78;9993;8
20131107;115;7;42;10055;8
20131108;85;21;37;10061;7
20131109;83;58;47;10048;5
20131110;55;42;25;10117;4
20131111;59;28;0;10269;5
20131112;71;0;65;10249;7
20131113;49;65;0;10303;3
20131114;70;3;31;10195;8
20131115;56;65;0;10291;3
20131116;54;0;0;10306;8
20131117;63;0;0;10240;8
20131118;54;0;0;10103;8
20131119;55;13;33;10083;6
20131120;25;26;48;10028;6
20131121;27;28;0;10042;6
20131122;42;0;24;10143;8
20131123;49;11;0;10209;7
20131124;62;2;5;10258;8
20131125;51;35;1;10324;7
20131126;52;6;12;10349;8
20131127;56;0;6;10325;8
20131128;88;7;2;10323;8
20131129;73;0;45;10202;7
20131130;56;18;14;10217;5
20131201;61;30;0;10304;6
20131202;29;43;0;10338;4
20131203;7;61;0;10286;3
20131204;49;0;35;10256;6
20131205;48;0;41;10167;6
20131206;37;11;34;10209;7
20131207;59;2;20;10242;8
20131208;81;5;6;10231;8
20131209;91;27;0;10281;7
20131210;43;68;0;10338;1
20131211;12;41;0;10326;6
20131212;24;58;0;10277;3
20131213;17;31;0;10228;6
20131214;64;25;43;10241;7
20131215;79;2;24;10238;8
20131216;102;41;0;10210;7
20131217;64;0;9;10226;8
20131218;77;11;4;10134;6
20131219;73;31;53;10047;5
20131220;59;63;0;10208;3
20131221;69;0;48;10187;8
20131222;80;5;18;10116;7
20131223;81;24;80;10062;5
20131224;98;0;101;9868;8
20131225;61;40;27;9887;5
20131226;51;5;8;9970;6
20131227;75;0;92;9939;8
20131228;69;43;56;9995;5
20131229;52;48;15;10149;4
20131230;54;29;16;10183;5
20131231;71;11;30;10113;8
20140101;71;28;36;10032;6
20140102;87;17;13;9980;5
20140103;88;17;44;10006;7
20140104;73;8;11;9994;6
20140105;61;63;0;10041;5
20140106;113;10;29;10012;7
20140107;108;4;0;10086;6
20140108;86;16;31;10146;7
20140109;94;2;23;10054;8
20140110;65;52;0;10146;5
20140111;51;20;6;10170;5
20140112;20;64;0;10205;2
20140113;61;46;4;10086;4
20140114;48;2;30;10053;6
20140115;45;0;67;10048;8
20140116;75;0;40;9973;7
20140117;74;0;59;9975;7
20140118;70;37;0;9989;6
20140119;60;18;0;9992;8
20140120;37;0;7;10065;8
20140121;39;0;0;10118;8
20140122;33;33;0;10122;7
20140123;30;0;75;10112;8
20140124;45;0;14;10154;8
20140125;39;5;43;10133;8
20140126;54;10;64;10016;7
20140127;41;19;20;9922;7
20140128;46;42;0;9953;6
20140129;1;44;0;10011;3
20140130;6;38;0;10061;6
20140131;31;74;15;10047;5
20140201;64;6;96;9965;6
20140202;51;52;0;10103;2
20140203;39;80;0;10103;1
20140204;58;35;0;10047;5
20140205;74;45;43;9936;6
20140206;78;32;60;9968;6
20140207;76;0;111;9906;6
20140208;69;3;73;9876;7
20140209;59;6;20;9894;6
20140210;51;8;4;9950;8
20140211;60;31;30;9991;6
20140212;58;54;24;10001;6
20140213;49;3;17;9941;6
20140214;51;11;50;9986;6
20140215;100;28;0;9930;7
20140216;57;85;0;10069;3
20140217;60;30;0;10125;6
20140218;60;0;0;10117;8
20140219;78;14;14;10117;8
20140220;82;2;64;10057;8
20140221;70;50;36;10048;4
20140222;66;31;5;10114;5
20140223;75;65;0;10168;3
20140224;78;88;0;10113;3
20140225;87;24;18;10071;6
20140226;67;54;1;10152;4
20140227;49;16;42;10110;6
20140228;54;22;35;10018;7
20140301;59;21;40;10006;8
20140302;62;93;2;9996;5
20140303;49;23;7;9903;5
20140304;52;60;0;10038;4
20140305;56;77;0;10203;3
20140306;65;35;0;10272;5
20140307;78;45;0;10256;4
20140308;87;96;0;10295;1
20140309;113;101;0;10263;0
20140310;98;107;0;10265;2
20140311;93;71;0;10326;3
20140312;83;105;0;10319;0
20140313;79;105;0;10291;0
20140314;67;56;0;10256;4
20140315;99;40;0;10209;7
20140316;105;30;0;10193;7
20140317;102;0;0;10195;8
20140318;93;2;18;10140;8
20140319;113;72;0;10203;4
20140320;129;112;0;10118;2
20140321;78;39;93;10068;6
20140322;66;52;7;10015;4
20140323;52;71;7;10057;3
20140324;56;93;0;10132;3
20140325;48;76;0;10120;2
20140326;45;32;0;10149;5
20140327;86;82;0;10137;4
20140328;110;112;0;10172;2
20140329;115;103;0;10186;1
20140330;123;59;0;10161;5
20140331;147;57;0;10139;6
20140401;127;79;0;10107;3
20140402;137;74;0;10063;2
20140403;152;86;0;10032;5
20140404;130;0;0;10088;8
20140405;119;53;0;10151;5
20140406;131;5;25;10158;7
20140407;156;34;19;10116;7
20140408;91;50;30;10155;5
20140409;107;117;0;10239;4
20140410;121;11;0;10216;8
20140411;113;53;0;10201;6
20140412;99;70;0;10182;4
20140413;105;91;0;10186;5
20140414;89;88;15;10200;5
20140415;72;60;0;10282;5
20140416;74;130;0;10292;0
20140417;109;60;14;10189;5
20140418;86;65;6;10163;6
20140419;112;102;0;10166;3
20140420;155;88;0;10078;4
20140421;124;26;10;10053;7
20140422;125;63;0;10112;6
20140423;134;84;0;10189;3
20140424;136;40;43;10181;7
20140425;171;87;2;10115;4
20140426;142;65;0;10102;6
20140427;116;17;68;10076;6
20140428;132;18;0;10114;8
20140429;138;14;17;10121;8
20140430;131;19;0;10118;8
20140501;130;57;0;10114;6
20140502;100;6;0;10199;7
20140503;84;119;0;10265;2
20140504;79;40;0;10237;6
20140505;122;100;0;10154;4
20140506;146;19;4;10070;7
20140507;127;41;27;10090;7
20140508;122;1;101;10082;8
20140509;125;54;22;10097;7
20140510;116;13;53;10057;8
20140511;102;4;152;10014;8
20140512;108;29;28;10084;7
20140513;103;73;6;10177;4
20140514;96;76;6;10292;4
20140515;101;79;0;10357;4
20140516;121;145;0;10316;0
20140517;142;144;0;10233;0
20140518;159;115;0;10139;2
20140519;184;141;0;10073;0
20140520;199;90;12;10100;5
20140521;181;42;9;10094;7
20140522;182;80;10;10064;6
20140523;164;70;0;10095;5
20140524;150;94;0;10138;4
20140525;160;111;0;10194;3
20140526;158;8;35;10159;8
20140527;156;1;101;10105;8
20140528;131;0;155;10119;8
20140529;104;0;30;10179;7
20140530;119;74;0;10230;3
20140531;133;98;0;10234;4
20140601;135;120;0;10218;3
20140602;140;90;0;10189;3
20140603;151;48;5;10139;6
20140604;146;20;76;10058;8
20140605;130;80;22;10105;5
20140606;163;151;0;10159;0
20140607;210;81;0;10141;5
20140608;200;86;9;10188;5
20140609;216;65;28;10167;6
20140610;204;77;33;10190;6
20140611;175;128;0;10262;2
20140612;171;132;0;10274;1
20140613;178;136;0;10232;3
20140614;160;57;0;10224;6
20140615;156;99;0;10245;5
20140616;148;16;6;10236;8
20140617;153;47;0;10235;5
20140618;149;52;21;10234;6
20140619;142;5;9;10208;8
20140620;140;30;5;10201;7
20140621;160;86;0;10191;5
20140622;153;140;0;10217;2
20140623;154;126;0;10223;3
20140624;160;64;3;10182;6
20140625;147;56;0;10168;6
20140626;167;99;0;10152;5
20140627;175;18;5;10133;8
20140628;171;18;0;10098;8
20140629;160;91;6;10093;6
20140630;141;62;8;10165;4
20140701;142;108;0;10200;3
20140702;150;112;0;10226;3
20140703;184;110;0;10202;3
20140704;216;77;0;10101;5
20140705;199;22;31;10050;7
20140706;190;24;20;10067;8
20140707;181;77;0;10160;5
20140708;152;0;126;10124;8
20140709;156;0;78;10085;8
20140710;216;106;4;10106;5
20140711;200;59;31;10140;7
20140712;190;47;9;10128;6
20140713;187;32;2;10078;7
20140714;184;63;7;10130;6
20140715;173;33;0;10194;6
20140716;195;119;0;10216;3
20140717;219;87;0;10209;4
20140718;251;131;0;10159;1
20140719;264;81;0;10102;5
20140720;221;30;10;10096;7
20140721;195;0;47;10142;8
20140722;226;122;0;10188;4
20140723;232;133;0;10187;1
20140724;215;119;0;10164;2
20140725;185;9;8;10155;8
20140726;209;56;14;10136;6
20140727;212;54;3;10154;6
20140728;195;55;33;10122;6
20140729;212;74;9;10118;4
20140730;184;99;0;10138;4
20140731;188;104;0;10145;2
20140801;203;97;0;10102;2
20140802;205;78;24;10058;4
20140803;196;85;0;10107;4
20140804;184;84;0;10160;4
20140805;177;119;0;10191;2
20140806;176;30;45;10146;7
20140807;182;48;14;10145;5
20140808;185;11;45;10102;8
20140809;191;81;16;10078;6
20140810;182;23;46;10038;7
20140811;171;99;3;10086;3
20140812;163;105;6;10081;5
20140813;167;111;11;10050;3
20140814;162;54;19;10089;6
20140815;155;89;20;10127;5
20140816;161;54;3;10173;7
20140817;149;9;52;10076;7
20140818;138;67;27;10061;5
20140819;124;56;40;10104;6
20140820;126;63;2;10156;5
20140821;138;71;0;10148;6
20140822;136;41;18;10107;7
20140823;127;84;8;10134;5
20140824;125;101;7;10177;3
20140825;127;3;86;10123;8
20140826;137;14;78;10074;6
20140827;142;111;0;10158;2
20140828;172;47;5;10137;5
20140829;173;85;0;10145;5
20140830;163;12;31;10143;7
20140831;151;58;12;10154;5
20140901;153;65;0;10205;6
20140902;167;76;0;10230;4
20140903;163;97;0;10234;1
20140904;177;112;0;10185;1
20140905;176;4;0;10143;5
20140906;166;0;0;10133;8
20140907;170;51;0;10153;4
20140908;141;113;0;10189;3
20140909;145;4;0;10209;8
20140910;139;36;0;10208;5
20140911;159;80;0;10203;4
20140912;156;102;0;10234;2
20140913;170;74;0;10252;4
20140914;157;46;0;10215;4
20140915;168;83;0;10171;4
20140916;175;58;0;10150;4
20140917;180;111;0;10123;1
20140918;193;99;0;10103;2
20140919;178;38;0;10116;5
20140920;178;39;0;10142;6
20140921;158;60;12;10187;5
20140922;134;66;0;10213;4
20140923;126;51;0;10196;5
20140924;130;9;43;10116;7
20140925;142;49;0;10185;6
20140926;153;5;8;10228;7
20140927;133;57;0;10272;5
20140928;147;78;0;10227;5
20140929;160;20;58;10213;7
20140930;162;56;4;10240;6
20141001;159;30;0;10260;7
20141002;157;10;9;10281;8
20141003;150;88;0;10236;3
20141004;156;77;27;10154;4
20141005;132;0;0;10177;8
20141006;138;1;12;10085;8
20141007;122;38;57;10004;5
20141008;132;7;22;10021;7
20141009;150;47;0;10040;5
20141010;134;70;0;10127;4
20141011;113;17;37;10129;5
20141012;119;41;28;10118;6
20141013;151;14;12;10041;8
20141014;124;0;31;10052;7
20141015;137;60;30;10056;7
20141016;142;46;31;10041;6
20141017;146;40;3;10126;6
20141018;173;72;0;10162;4
20141019;171;36;0;10142;5
20141020;151;55;2;10142;7
20141021;112;3;114;10043;8
20141022;100;37;40;10184;7
20141023;124;13;0;10211;8
20141024;116;0;80;10175;8
20141025;126;4;3;10186;7
20141026;127;28;0;10232;6
20141027;127;83;0;10226;2
20141028;99;57;0;10170;3
20141029;110;0;11;10171;8
20141030;130;10;3;10216;6
20141031;135;15;0;10208;4
20141101;141;82;0;10174;2
20141102;148;77;13;10094;5
20141103;125;5;77;9961;8
20141104;89;0;7;9947;8
20141105;60;0;0;10026;7
20141106;61;3;0;10095;6
20141107;77;2;15;10023;6
20141108;98;80;0;10073;2
20141109;95;50;10;10067;6
20141110;96;70;21;10082;4
20141111;95;54;0;10047;4
20141112;93;5;8;10037;6
20141113;79;70;0;10112;5
20141114;103;13;43;10061;8
20141115;97;0;76;10015;8
20141116;84;0;175;10004;8
20141117;95;35;3;10048;7
20141118;79;0;0;10116;8
20141119;80;0;0;10215;8
20141120;71;0;0;10269;8
20141121;52;70;0;10221;3
20141122;83;43;0;10172;7
20141123;106;50;30;10158;6
20141124;65;57;29;10247;3
20141125;41;44;0;10242;3
20141126;49;0;5;10144;8
20141127;74;2;50;10076;8
20141128;63;16;0;10093;7
20141129;28;59;0;10149;6
20141130;25;0;0;10133;8
20141201;15;0;0;10133;8
20141202;6;0;6;10163;8
20141203;-12;0;0;10223;8
20141204;-3;0;0;10177;8
20141205;35;15;18;10176;7
20141206;32;56;0;10236;3
20141207;34;0;55;10175;6
20141208;32;23;22;10166;5
20141209;22;37;0;10242;6
20141210;65;46;66;10132;5
20141211;65;8;69;10061;7
20141212;75;0;128;9970;8
20141213;47;0;0;10097;7
20141214;25;67;0;10140;4
20141215;56;11;70;10112;8
20141216;52;29;14;10118;5
20141217;80;0;69;10052;8
20141218;115;0;54;10086;8
20141219;94;26;83;10120;5
20141220;77;7;10;10206;5
20141221;78;5;0;10244;8
20141222;114;0;17;10161;8
20141223;111;42;0;10159;7
20141224;81;0;72;10146;7
20141225;52;21;11;10237;4
20141226;19;33;0;10254;5
20141227;7;0;155;10031;7
20141228;-9;66;2;10275;2
20141229;35;36;11;10343;7
20141230;50;5;10;10352;7
20141231;52;53;0;10342;5
20150101;30;28;0;10302;4
20150102;73;44;46;10257;5
20150103;38;0;39;10231;7
20150104;39;57;0;10330;2
20150105;24;5;0;10308;7
20150106;28;36;27;10221;8
20150107;45;51;12;10253;5
20150108;65;0;97;10203;6
20150109;99;0;58;10155;8
20150110;95;4;16;10107;7
20150111;64;5;22;10168;7
20150112;84;0;52;10119;8
20150113;86;0;119;10034;7
20150114;44;15;28;10068;7
20150115;79;0;112;9959;8
20150116;55;42;17;10044;4
20150117;30;69;0;10131;3
20150118;22;0;130;10121;8
20150119;10;0;0;10124;8
20150120;8;17;0;10125;6
20150121;-5;5;0;10128;7
20150122;-12;0;0;10201;6
20150123;-28;0;0;10258;7
20150124;22;46;48;10214;5
20150125;37;0;14;10278;7
20150126;59;2;61;10200;7
20150127;51;24;3;10223;5
20150128;53;0;45;10030;8
20150129;24;15;97;9821;7
20150130;17;56;65;9760;6
20150131;10;20;5;9816;4
20150201;26;13;17;9908;7
20150202;20;38;34;10003;5
20150203;17;72;2;10055;5
20150204;2;49;0;10159;3
20150205;-7;36;5;10248;5
20150206;-2;79;0;10309;1
20150207;15;5;0;10325;5
20150208;50;46;0;10321;6
20150209;57;0;5;10306;8
20150210;57;2;8;10320;8
20150211;42;0;0;10260;8
20150212;26;0;0;10212;7
20150213;46;73;0;10122;4
20150214;66;16;0;10080;6
20150215;26;89;0;10147;1
20150216;9;88;0;10186;1
20150217;33;24;4;10333;5
20150218;18;90;0;10382;4
20150219;35;51;0;10250;6
20150220;53;0;229;10059;8
20150221;32;16;51;9989;6
20150222;32;76;29;10054;4
20150223;59;42;34;9930;6
20150224;54;36;41;10036;6
20150225;48;44;35;10161;5
20150226;63;0;77;10134;8
20150227;49;74;0;10169;4
20150228;51;69;0;10134;5
20150301;83;70;39;9993;6
20150302;53;68;8;10054;4
20150303;44;18;26;10152;4
20150304;51;29;3;10252;4
20150305;57;68;0;10370;5
20150306;66;7;0;10345;6
20150307;84;63;0;10274;3
20150308;93;100;0;10233;2
20150309;88;27;0;10262;7
20150310;76;87;7;10288;3
20150311;27;92;0;10317;4
20150312;54;105;0;10300;0
20150313;46;102;0;10260;2
20150314;34;8;6;10292;6
20150315;56;0;9;10278;8
20150316;63;74;0;10241;3
20150317;76;106;0;10248;2
20150318;56;9;0;10280;6
20150319;68;50;0;10287;5
20150320;49;49;0;10251;5
20150321;64;27;30;10196;8
20150322;43;75;0;10251;3
20150323;31;92;0;10158;2
20150324;57;66;15;10084;5
20150325;59;0;115;10076;8
20150326;50;18;61;10067;7
20150327;57;16;8;10173;6
20150328;69;8;65;10134;7
20150329;93;2;74;9970;8
20150330;72;79;29;10035;6
20150331;90;52;42;10005;7
20150401;65;60;41;10158;7
20150402;63;59;48;10175;7
20150403;70;29;0;10196;8
20150404;54;46;44;10207;6
20150405;53;109;0;10267;2
20150406;69;18;0;10309;6
20150407;71;84;0;10359;4
20150408;86;36;0;10336;6
20150409;104;115;0;10268;0
20150410;113;109;0;10192;3
20150411;90;33;23;10191;5
20150412;100;103;6;10262;4
20150413;84;104;0;10308;5
20150414;119;114;0;10246;2
20150415;138;127;0;10169;1
20150416;99;98;0;10169;6
20150417;85;75;0;10208;4
20150418;90;125;0;10274;0
20150419;78;82;0;10236;3
20150420;109;126;0;10291;1
20150421;100;129;0;10323;2
20150422;85;31;0;10286;6
20150423;94;88;0;10197;3
20150424;124;107;0;10116;3
20150425;121;27;56;10070;6
20150426;106;10;12;10064;8
20150427;80;116;0;10096;3
20150428;60;103;2;10164;3
20150429;89;43;17;10155;7
20150430;98;98;0;10113;4
20150501;87;96;0;10100;5
20150502;97;107;0;10114;3
20150503;130;26;31;10024;5
20150504;154;54;35;10049;6
20150505;154;81;26;9997;4
20150506;122;82;8;10087;4
20150507;118;72;14;10165;7
20150508;142;59;4;10151;7
20150509;133;19;22;10164;7
20150510;128;137;0;10253;1
20150511;176;105;0;10196;6
20150512;146;70;0;10178;5
20150513;127;100;0;10184;4
20150514;112;85;0;10140;6
20150515;94;86;0;10195;4
20150516;105;22;34;10228;7
20150517;119;98;0;10235;6
20150518;111;15;33;10078;8
20150519;100;72;19;10053;5
20150520;105;106;2;10148;4
20150521;119;120;0;10250;5
20150522;149;36;0;10246;8
20150523;124;64;10;10226;5
20150524;126;138;10;10194;2
20150525;124;33;10;10168;8
20150526;118;56;0;10219;7
20150527;135;65;0;10213;6
20150528;129;66;7;10133;6
20150529;111;9;25;10084;8
20150530;112;138;0;10132;3
20150531;126;3;77;10094;8
20150601;127;56;0;10145;7
20150602;148;0;42;10089;8
20150603;138;59;0;10217;5
20150604;156;151;0;10262;0
20150605;214;113;15;10169;3
20150606;156;134;0;10240;2
20150607;139;142;0;10303;0
20150608;125;132;0;10313;4
20150609;116;57;0;10307;4
20150610;154;119;0;10271;2
20150611;179;151;0;10196;0
20150612;216;136;0;10105;2
20150613;175;38;7;10093;7
20150614;153;5;0;10125;8
20150615;133;139;0;10213;3
20150616;114;47;0;10257;5
20150617;160;85;20;10215;6
20150618;143;49;5;10177;7
20150619;127;14;47;10187;8
20150620;130;3;0;10203;8
20150621;144;29;25;10144;8
20150622;127;14;39;10079;7
20150623;126;36;13;10142;7
20150624;158;74;0;10210;6
20150625;182;121;0;10215;5
20150626;205;36;0;10176;7
20150627;176;103;0;10180;4
20150628;173;41;0;10204;6
20150629;180;92;0;10215;3
20150630;206;153;0;10211;0
20150701;260;152;0;10167;0
20150702;254;113;13;10182;3
20150703;241;141;0;10233;2
20150704;256;97;0;10185;4
20150705;202;58;0;10169;5
20150706;187;109;0;10194;2
20150707;198;73;0;10092;5
20150708;159;32;51;10095;7
20150709;135;95;24;10212;4
20150710;165;141;0;10218;2
20150711;204;101;0;10157;5
20150712;177;2;22;10168;8
20150713;174;1;97;10148;8
20150714;179;17;43;10163;7
20150715;179;9;16;10185;8
20150716;196;123;0;10176;3
20150717;217;76;9;10120;6
20150718;182;104;0;10164;5
20150719;162;46;65;10110;6
20150720;178;36;4;10120;6
20150721;210;114;0;10129;4
20150722;195;85;0;10144;6
20150723;178;100;0;10168;4
20150724;184;10;3;10095;8
20150725;149;17;66;10045;6
20150726;148;69;60;10092;5
20150727;166;29;49;9993;8
20150728;152;24;85;10042;8
20150729;141;98;18;10085;4
20150730;138;96;7;10162;3
20150731;133;106;0;10194;4
20150801;151;125;0;10169;1
20150802;177;121;0;10190;2
20150803;215;129;0;10132;2
20150804;180;52;37;10138;5
20150805;189;103;0;10158;4
20150806;205;115;0;10141;2
20150807;206;113;0;10174;2
20150808;187;109;0;10227;2
20150809;186;77;0;10206;4
20150810;198;48;0;10175;6
20150811;200;35;0;10193;7
20150812;195;58;0;10224;6
20150813;217;107;10;10149;3
20150814;209;36;22;10074;7
20150815;184;23;60;10095;8
20150816;150;0;155;10155;8
20150817;143;0;198;10131;8
20150818;146;8;45;10137;8
20150819;165;41;0;10198;5
20150820;179;94;0;10225;2
20150821;197;78;0;10225;4
20150822;207;114;0;10178;1
20150823;197;86;39;10068;3
20150824;179;48;16;10005;7
20150825;167;39;71;10097;7
20150826;202;43;19;10091;7
20150827;157;2;63;10093;7
20150828;154;85;2;10175;4
20150829;170;123;5;10213;3
20150830;200;73;47;10165;6
20150831;209;45;31;10100;7
20150901;161;50;0;10141;5
20150902;132;59;13;10162;4
20150903;122;58;2;10138;5
20150904;135;15;119;10124;7
20150905;132;42;25;10166;6
20150906;131;43;29;10238;7
20150907;142;35;23;10266;7
20150908;139;3;0;10263;7
20150909;131;112;0;10242;2
20150910;143;110;0;10229;1
20150911;143;120;0;10175;1
20150912;157;13;33;10115;8
20150913;166;71;0;10064;6
20150914;145;36;43;9997;6
20150915;125;30;12;10004;5
20150916;154;7;44;9919;7
20150917;144;5;66;9991;7
20150918;139;60;0;10132;5
20150919;134;21;6;10220;7
20150920;135;36;0;10237;7
20150921;146;52;24;10130;6
20150922;131;31;31;10007;7
20150923;132;47;29;10085;6
20150924;126;6;35;10154;7
20150925;116;42;0;10221;4
20150926;104;63;0;10285;2
20150927;110;83;0;10344;2
20150928;105;25;0;10376;4
20150929;117;105;0;10364;1
20150930;123;106;0;10347;0
20151001;106;105;0;10315;0
20151002;103;105;0;10243;0
20151003;103;72;0;10147;5
20151004;103;86;0;10150;3
20151005;131;34;20;10100;6
20151006;153;4;66;10020;7
20151007;149;9;21;10092;7
20151008;124;19;6;10196;7
20151009;102;70;0;10224;4
20151010;109;69;0;10207;3
20151011;65;98;0;10188;1
20151012;48;82;0;10186;5
20151013;38;17;0;10202;7
20151014;51;0;72;10200;8
20151015;63;0;115;10187;8
20151016;77;0;116;10180;8
20151017;81;0;48;10177;8
20151018;84;8;0;10196;8
20151019;105;0;0;10225;8
20151020;95;7;9;10237;7
20151021;97;0;74;10177;8
20151022;119;0;81;10153;7
20151023;114;4;0;10223;8
20151024;118;9;5;10166;8
20151025;99;76;10;10241;5
20151026;105;90;0;10192;3
20151027;111;82;0;10142;2
20151028;106;8;0;10103;6
20151029;107;47;0;10178;5
20151030;102;62;0;10248;5
20151031;98;89;0;10257;2
20151101;77;80;0;10296;2
20151102;69;85;0;10258;4
20151103;90;76;0;10196;5
20151104;122;3;0;10165;7
20151105;133;0;66;10175;8
20151106;155;2;77;10173;8
20151107;164;2;14;10206;8
20151108;131;28;5;10229;7
20151109;136;7;65;10202;8
20151110;145;0;28;10213;8
20151111;127;0;21;10220;8
20151112;133;35;0;10227;7
20151113;114;39;16;10195;5
20151114;97;5;87;10203;8
20151115;143;0;62;10101;8
20151116;125;0;27;10106;8
20151117;135;2;118;10037;8
20151118;131;24;12;10099;7
20151119;112;0;41;10102;8
20151120;79;0;18;10036;7
20151121;43;11;72;9975;6
20151122;26;27;3;10101;4
20151123;32;42;0;10222;5
20151124;42;0;129;10119;8
20151125;54;9;41;10064;6
20151126;40;54;2;10178;3
20151127;45;0;19;10129;7
20151128;67;47;92;10088;7
20151129;102;0;70;10061;8
20151130;95;0;127;10132;8
20151201;97;0;31;10222;8
20151202;110;0;0;10252;8
20151203;98;14;0;10239;8
20151204;94;64;44;10246;4
20151205;79;7;0;10222;8
20151206;105;6;28;10201;8
20151207;105;11;27;10286;6
20151208;98;34;36;10259;4
20151209;76;62;0;10337;1
20151210;59;2;4;10281;8
20151211;70;0;94;10205;7
20151212;76;9;42;10182;5
20151213;68;18;28;10197;8
20151214;76;7;0;10194;8
20151215;74;39;0;10217;8
20151216;114;2;103;10204;8
20151217;136;47;4;10194;8
20151218;118;0;4;10201;8
20151219;122;2;1;10178;8
20151220;116;19;12;10146;7
20151221;104;15;50;10167;7
20151222;130;0;20;10170;8
20151223;106;34;4;10211;5
20151224;98;29;10;10175;6
20151225;96;2;22;10232;7
20151226;131;43;0;10215;6
20151227;118;0;0;10235;8
20151228;89;56;0;10245;6
20151229;75;24;0;10238;7
20151230;69;64;0;10209;6
20151231;78;45;17;10172;4
20160101;41;0;0;10219;7
20160102;54;3;70;10089;8
20160103;69;20;112;9991;8
20160104;57;0;115;9883;8
20160105;68;0;7;9915;8
20160106;26;0;4;9981;8
20160107;61;0;58;9914;8
20160108;54;59;0;10009;1
20160109;56;5;5;9976;7
20160110;69;29;22;9896;7
20160111;48;0;20;9858;7
20160112;58;18;72;9930;8
20160113;50;16;33;10098;6
20160114;35;0;101;10018;8
20160115;24;4;0;10108;7
20160116;27;29;12;10214;6
20160117;-10;60;0;10263;1
20160118;-33;69;0;10199;5
20160119;-25;22;0;10163;6
20160120;12;8;0;10189;7
20160121;-12;5;0;10261;6
20160122;9;43;50;10230;5
20160123;66;41;0;10297;6
20160124;77;0;47;10282;8
20160125;107;48;0;10236;6
20160126;92;25;31;10189;7
20160127;109;0;105;10113;8
20160128;67;72;9;10223;4
20160129;85;0;43;10189;8
20160130;74;0;120;10077;7
